GENUS_SPECIES,taxonomic_class
Ulva clathrata,Ulvophyceae
Gracilaria gracilis,Florideophyceae
Dictyota spiralis,Phaeophyceae
Scytosiphon lomentaria,Phaeophyceae
Ulva prolifera,Ulvophyceae
Punctaria tenuissima,Phaeophyceae
Ulva kylinii,Ulvophyceae
Phymatolithon lenormandii,Florideophyceae
Gracilaria dura,Florideophyceae
Striaria attenuata,Phaeophyceae
Ceramium secundatum,Florideophyceae
Dasya hutchinsiae,Florideophyceae
Donax vittatus,Bivalvia
Lanice conchilega,Polychaeta
Magelona mirabilis,Polychaeta
Nephtys cirrosa,Polychaeta
Scolelepis bonnieri,Polychaeta
Spiophanes bombyx,Polychaeta
Aricidea minuta,Polychaeta
Scolelepis squamata,Polychaeta
Capitellidae spec,Polychaeta
Malmgrenia lunulata,Polychaeta
Nereis longissima,Polychaeta
Notomastus latericeus,Polychaeta
Phyllodocidae ,Polychaeta
Polynoidae ,Polychaeta
Caulleriella spec,Polychaeta
Malmgrenia glabra,Polychaeta
Pectinaria koreni,Polychaeta
Polydora pulchra,Polychaeta
Sigalion mathildae,Polychaeta
Hesionura elongata,Polychaeta
Lumbrineris latreilli,Polychaeta
Microphthalmus sczelkowii,Polychaeta
Opisthodonta pterochaeta,Polychaeta
Abra prismatica,Bivalvia
Phyllodoce rosea,Polychaeta
Phyllodoce groenlandica,Polychaeta
Goniada maculata,Polychaeta
Sthenelais boa,Polychaeta
Travisia ,Polychaeta
Typosyllis armillaris,Polychaeta
Mollusca indet,Sordariomycetes
Sthenelais limicola,Polychaeta
Poecilochaetus serpens,Polychaeta
Gyptis spec,Magnoliopsida
Dosinia spec,Bivalvia
Chamelea striatula,Bivalvia
Diplocirrus glaucus,Polychaeta
Eupolymnia nebulosa,Polychaeta
Lumbrineris fragilis,Polychaeta
Myriochele oculata,Polychaeta
Ophelina acuminata,Polychaeta
Owenia fusiformis,Polychaeta
Dosinia lupina,Bivalvia
Nephtys spec,Polychaeta
Nereis spec,Polychaeta
Abra tenuis,Bivalvia
Ophiodromus flexuosus,Polychaeta
Acanthocardia echinata,Bivalvia
Pectinaria auricoma,Polychaeta
Magelona ,Polychaeta
Glycera spec,Polychaeta
Ensis americanus,Bivalvia
Nereis virens,Polychaeta
Chaetopterus variopedatus,Polychaeta
Cirratulidae ,Polychaeta
Prionospio cirrifera,Polychaeta
Spiophanes kroeyeri,Polychaeta
Synelmis klatti,Polychaeta
Lumbrineris pseudofragilis,Polychaeta
Polydora spec,Magnoliopsida
Aphelochaeta marioni,Polychaeta
Devonia perrieri,Bivalvia
Nephtys incisa,Polychaeta
Abra nitida,Bivalvia
Anobothrus gracilis,Polychaeta
Polydora guillei,Magnoliopsida
Glycinde nordmanni,Polychaeta
Orbinia sertulata,Polychaeta
Ampharete finmarchica,Polychaeta
Dosinia exoleta,Bivalvia
Goniadella bobretzkii,Polychaeta
Pisione remota,Polychaeta
Ampharete spec,Polychaeta
Abra spec,Bivalvia
Bathyporeia elegans,Malacostraca
Bathyporeia guilliamsoniana,Malacostraca
Echinocardium cordatum,Echinoidea
Pseudocuma longicornis,Malacostraca
Spisula subtruncata,Bivalvia
Tellimya ferruginosa,Bivalvia
Urothoe brevicornis,Malacostraca
Urothoe poseidonis,Malacostraca
Tellina fabula,Bivalvia
Tellina tenuis,Bivalvia
Pontocrates altamarinus,Malacostraca
Echinocyamus pusillus,Echinoidea
Mactra stultorum,Bivalvia
Megaluropus agilis,Malacostraca
Perioculodes longimanus,Malacostraca
Pseudocuma similis,Malacostraca
Spisula elliptica,Bivalvia
Anthozoa indet,Sordariomycetes
Euspira pulchella,Gastropoda
Tellina pygmaea,Bivalvia
Bodotria scorpioides,Malacostraca
Diastylis bradyi,Malacostraca
Venerupis senegalensis,Bivalvia
Caprellidae indet,Malacostraca
Atylus falcatus,Malacostraca
Menigrates obtusifrons,Malacostraca
Unciola planipes,Malacostraca
Atylus swammerdami,Malacostraca
Branchiostoma lanceolata,Leotiomycetes
Tellina spec,Bivalvia
Amphiura brachiata,Ophiuroidea
Microprotopus maculatus,Malacostraca
Amphiuridae indet,Ophiuroidea
Leucothoe incisa,Malacostraca
Ampelisca brevicornis,Malacostraca
Callianassa tyrrhena,Malacostraca
Spisula spec,Bivalvia
Ensis ensis,Bivalvia
Phoronida indet,Sordariomycetes
Aora gracilis,Malacostraca
Iphinoe trispinosa,Malacostraca
Lepidepecreum longicorne,Malacostraca
Orchomene nanus,Malacostraca
Pagurus bernhardus,Malacostraca
Stenothoe marina,Malacostraca
Striarca lactea,Bivalvia
Synchelidium haplocheles,Malacostraca
Liocarcinus spec,Malacostraca
Ophiuroidae indet,Sordariomycetes
Pontophilus spec,Malacostraca
Processa parva,Malacostraca
Schistomysis ornata,Malacostraca
Crangon allmani,Malacostraca
Hippomedon denticulatus,Malacostraca
Ophiura ophiura,Ophiuroidea
Ensis spec,Bivalvia
Tryphosella ,Malacostraca
Amphiura filiformis,Ophiuroidea
Tornus subcarinatus,Gastropoda
Stenothoe spec,Malacostraca
Thracia papyracea,Bivalvia
Bathyporeia tenuipes,Malacostraca
Pontocrates arenarius,Malacostraca
Gammaridae indet,Malacostraca
Callianassa subterranea,Malacostraca
Leucothoe lilljeborgi,Malacostraca
Argissa hamatipes,Malacostraca
Nucula nitidosa,Bivalvia
Harpinia antennaria,Malacostraca
Hydrozoa indet,Hydrozoa
Leptosynapta inhaerens,Holothuroidea
Siphonoecetes kroyeranus,Malacostraca
Cylichna cylindracea,Gastropoda
Loecothoe richiardii,Insecta
Ampelisca tenuicornis,Malacostraca
Lutraria lutraria,Bivalvia
Mysidacea indet,Malacostraca
Priapulida indet,Sordariomycetes
Sipuncula indet,Sordariomycetes
Cirolana borealis,Malacostraca
Urothoe elegans,Malacostraca
Brissopsis lyrifera,Echinoidea
Thracia convexa,Bivalvia
Golfingia elongata,Sipuncula
Harpinia pectinata,Malacostraca
Lepton squamosum,Bivalvia
Mysia undata,Bivalvia
Thysanocardia procera,Sipuncula
Ione thoracica,Thecostraca
Diastylis lucifera,Malacostraca
Harpinia crenulata,Malacostraca
Turbonilla lactea,Gastropoda
Goodallia triangularis,Bivalvia
Eudorellopsis deformis,Malacostraca
Ensis siliqua,Bivalvia
Cochlodesma praetenue,Bivalvia
Gari fervensis,Bivalvia
Hyperia spec,Malacostraca
Golfingia vulgaris,Sipuncula
Hyala vitrea,Gastropoda
Nuculoma tenuis,Bivalvia
Aoridae spec,Malacostraca
Bivalvia indet,Bivalvia
Ebalia spec,Malacostraca
Ampelisca diadema,Malacostraca
Echinocardium flavescens,Echinoidea
Melanella alba,Gastropoda
Thyasira flexuosa,Bivalvia
Corophium affine,Malacostraca
Lucinoma borealis,Bivalvia
Synchelidium maculatum,Malacostraca
Cumacea indet,Malacostraca
Philine spec,Gastropoda
Exogone naidina,Polychaeta
Glycera lapidum,Polychaeta
Eunoe nodosa,Polychaeta
Exogone hebes,Polychaeta
Eteone spec,Polychaeta
Autolytus spec,Polychaeta
Gattyana cirrosa,Polychaeta
Glycera rouxii,Polychaeta
Eteone foliosa,Polychaeta
Echiurida ,Polychaeta
Eteone picta,Polychaeta
Sphaerosyllis hystrix,Polychaeta
Spisula solida,Bivalvia
Ensis arcuatus,Bivalvia
Scolelepis spec,Polychaeta
Spio spec,Polychaeta
Ensis minor,Bivalvia
Pectinariidae ,Polychaeta
Ophelina cylindricaudata,Polychaeta
Nucula nucleus,Bivalvia
Callianassa spec,Malacostraca
Pariambus typicus,Malacostraca
Schistomysis kervillei,Malacostraca
Obelia spec,Hydrozoa
Sagitta setosa,Sagittoidea
Procladius spec,Insecta
Ampelisca spec,Malacostraca
Daphnia magna,Branchiopoda
Urothoe spec,Malacostraca
Sagartia troglodytes,Anthozoa
Bathyporeia spec,Malacostraca
Diastylis ,Malacostraca
Orchomene humilis,Malacostraca
Amphipoda spec,Malacostraca
Westwoodilla caecula,Malacostraca
Enteropneusta ,Enteropneusta
Bathyporeia pelagica,Malacostraca
Oenopota turricula,Gastropoda
Aplacophora indet,Sordariomycetes
Ampelisca macrocephala,Malacostraca
Microphthalmus spec,Polychaeta
Polychaeta indet,Polychaeta
Nephtys assimilis,Polychaeta
Glycera capitata,Polychaeta
Corynidae ,Hydrozoa
Tubularia larynx,Hydrozoa
Enipo kinbergi,Polychaeta
Eusyllinae ,Polychaeta
Goniadidae ,Polychaeta
Magelona spec,Polychaeta
Euzonus flabelligerus,Polychaeta
Opheliidae ,Polychaeta
Magelona filiformis,Polychaeta
Nereis diversicolor,Polychaeta
Athecata indet,Hydrozoa
Nereididae ,Polychaeta
Eumida spec,Polychaeta
Sthenelais spec,Polychaeta
Syllidae ,Polychaeta
Myriochele heeri,Polychaeta
Lumbrineris spec,Polychaeta
Protodorvillea kefersteini,Polychaeta
Podarkeopsis helgolandica,Polychaeta
Rhodine loveni,Polychaeta
Apistobranchus tullbergi,Polychaeta
Chone duneri,Polychaeta
Alvania lactea,Gastropoda
Polyplacophora indet,Sordariomycetes
Terebellidae ,Polychaeta
Nebalia bipes,Malacostraca
Mysella dawsoni,Bivalvia
Hemilepton nitidum,Bivalvia
Saxicavella jeffreysi,Bivalvia
Tharyx killariensis,Polychaeta
Retusa umbilicata,Gastropoda
Rhodine spec,Polychaeta
Gari costulata,Bivalvia
Sabella pavonina,Polychaeta
Modiolus spec,Bivalvia
Diplodonta rotundata,Bivalvia
Scolelepis foliosa,Polychaeta
Montacuta tenella,Anthozoa
Acanthocardia spec,Bivalvia
Phyllodoce laminosa,Polychaeta
Cerianthus ,Anthozoa
Drilonereis filum,Polychaeta
Echiurus echiurus,Polychaeta
Polyphysia crassa,Polychaeta
Pelonaia corrugata,Ascidiacea
Gymnodinium kowalevskii,Dinophyceae
Gymnodinium punctatum,Dinophyceae
Pseudosolenia calcar-avis,Coscinodiscophyceae
Syracosphaera dalmatica,Magnoliopsida
Gymnodinium agiliforme,Dinophyceae
Nitzschia tenuirostris,Monogenea
Pedinella tricostata,Dictyochophyceae
Gymnodinium lacustre,Dinophyceae
Peridinium cinctum,Dinophyceae
Lingulodinium polyedrum,Dinophyceae
Thalassiosira parva,Coscinodiscophyceae
Acanthoica acanthos,Coccolithophyceae
Euglena viridis,Euglenida
Glenodinium danicum,Dinophyceae
Gonyaulax minima,Dinophyceae
Peridinium fimbriatum,Dinophyceae
Phalacroma rotundatum,Dinophyceae
Polykrikos schwarzii,Dinophyceae
Rhodomonas minuta,Cryptophyceae
Gonyaulax cochlea,Dinophyceae
Gymnodinium najadeum,Dinophyceae
Gymnodinium variabile,Dinophyceae
Peridinium globulus,Dinophyceae
Acanthoica lithostratos,Coccolithophyceae
Protoperidinium crassipes,Dinophyceae
Gyrodinium pingue,Dinophyceae
Protoperidinium curvipes,Dinophyceae
Dinophysis fortii,Dinophyceae
Dinophysis caudata,Dinophyceae
Lagerheimia subsalsa,Trebouxiophyceae
Pyrophacus horologicum,Dinophyceae
Tetraedron?incus ,Chlorophyceae
Gymnodinium caput,Dinophyceae
Chaetoceros borgei,Coscinodiscophyceae
Syracosphaera grundii,Prymnesiophyceae
Peridinium bipes,Dinophyceae
Hemiaulus hauckii,Mediophyceae
Acanthoica ordinata,Prymnesiophyceae
Calyptrosphaera uvella,Coccolithophyceae
Gymnodinium agile,Dinophyceae
Glenodinium paululum,Dinophyceae
Cyclotella caspia,Coscinodiscophyceae
Limnothrix planctonica,Cyanophyceae
Ochromonas oblonga,Chrysophyceae
Salpingoeca spinifera,Choanoflagellata
Ochromonas minima,Chrysophyceae
Cochlodinium geminatum,Dinophyceae
Minuscula bipes,Lepidosauria
Poropila dubia,Bacillariophyceae
Meringosphaera mediterranea,Centroplasthelida
Prorocentrum aporum,Dinophyceae
Coccolithus fragilis,Insecta
Phalacroma ovatum,Dinophyceae
Bacillaria socialis,Bacillariophyceae
Aphanizomenon flos-aquae,Cyanophyceae
Anabaena spiroides,Cyanophyceae
Gloeocapsa minuta,Cyanophyceae
Oocystis composita,Trebouxiophyceae
Peridinium lomnickii,Dinophyceae
Desmodesmus communis,Chlorophyceae
Merismopedia minima,Cyanophyceae
Microcystis aeruginosa,Cyanophyceae
Pediastrum simplex,Chlorophyceae
Amphidinium extensum,Dinophyceae
Pontosphaera nigra,Aves
Chrysochromulina pontica,Haptophyta
Detonula confervacea,Coscinodiscophyceae
Coscinodiscus jonesianus,Coscinodiscophyceae
Gyrodinium fusiforme,Dinophyceae
Peridinium orbiculare,Dinophyceae
Gonyaulax polygramma,Dinophyceae
Distephanus longispina,Magnoliopsida
Peridinium willei,Dinophyceae
Protoperidinium solidicorne,Dinophyceae
Chaetoceros lorenzianus,Coscinodiscophyceae
Olisthodiscus magnus,Olisthodiscophyceae
Gomphosphaeria aponina,Cyanophyceae
Diatoma tenue,Fragilariophyceae
Helicosphaera hyalina,Coccolithophyceae
Ankistrodesmus convolutus,Chlorophyceae
Gymnodinium opressum,Dinophyceae
Protoperidinium achromaticum,Dinophyceae
Coccolithus sibogae,Coccolithophyceae
Kirchneriella lunaris,Chlorophyceae
Gloeocapsa minima,Cyanophyceae
Syracosphaera ovata,Equisetopsida
Rhabdosphaera stylifera,Coccolithophyceae
Syracosphaera mediterranea,Bacteroidia
Amphidinium lanceolatum,Dinophyceae
Coscinodiscus excentricus,Insecta
Navicula pennata,Bacillariophyceae
Spirulina laxissima,Cyanophyceae
Gonyaulax ovalis,Dinophyceae
Peridinium volzii,Dinophyceae
Rhizosolenia alata,Coscinodiscophyceae
Chrysamoeba radians,Chrysophyceae
Prorocentrum marinum,Dinophyceae
Syracosphaera robusta,Prymnesiophyceae
Thalassiosira decipiens,Coscinodiscophyceae
Pseudoschroederia robusta,Chlorophyceae
Pseudopedinella variabilis,Dictyochophyceae
Eutreptia viridis,Euglenida
Chaetoceros abnormis,Coscinodiscophyceae
Licmophora ehrenbergii,Fragilariophyceae
Protoperidinium decipiens,Dinophyceae
Striatella delicatula,Agaricomycetes
Coscinodiscus janischii,Coscinodiscophyceae
Gloeocapsa limnetica,Cyanophyceae
Calyptrosphaera oblonga,Magnoliopsida
Phalacroma cuneolus,Dinophyceae
Phalacroma rudgei,Dinophyceae
Monoraphidium arcuatum,Chlorophyceae
Skeletonema subsalsum,Coscinodiscophyceae
Synedra tabulata,Fragilariophyceae
Synechocystis salina,Cyanophyceae
Scenedesmus lefevrei,Chlorophyceae
Oocystis lacustris,Trebouxiophyceae
Amphiprora alata,Bacillariophyceae
Synedra crystallina,Mediophyceae
Pleurosigma elongatum,Bacillariophyceae
Gonyaulax orientalis,Dinophyceae
Dinophysis rotundata,Dinophyceae
Cochlodinium adriaticum,Dinophyceae
Pyramimonas amylifera,Pyramimonadophyceae
Amphora inflexa,Bacillariophyceae
Chaetoceros muelleri,Coscinodiscophyceae
Glenodinium obliquum,Dinophyceae
Gonyaulax monacantha,Dinophyceae
Centrodinium elongatum,Dinophyceae
Monoraphidium contortum,Chlorophyceae
Coscinodiscus oculusiridis,Coscinodiscophyceae
Golenkiniopsis solitaria,Lecanoromycetes
Pediastrum duplex,Chlorophyceae
Scenedesmus opoliensis,Chlorophyceae
Gymnodinium pulchrum,Dinophyceae
Nephrochloris salina,Pavlovophyceae
Prorocentrum scutellum,Dinophyceae
Gloeocapsa cohaerens,Cyanophyceae
Gymnodinium varians,Dinophyceae
Glenodinium oculatum,Dinophyceae
Calyptrosphaera sphaeroidea,Coccolithophyceae
Gymnodinium rotundatum,Dinophyceae
Oocystis solitaria,Trebouxiophyceae
Dinophysis sphaerica,Dinophyceae
Crucigenia tetrapedia,Trebouxiophyceae
Kryptoperidinium foliaceum,Dinophyceae
Anabaena flos-aquae,Cyanophyceae
Gonyaulax catenata,Dinophyceae
Pterosperma jorgensii,Pyramimonadophyceae
Oxytoxum adriaticum,Dinophyceae
Oscillatoria geminata,Cyanophyceae
Peridinium nivale,Dinophyceae
Gyrodinium nasutum,Dinophyceae
Microcystis pulverea,Gastropoda
Scenedesmus acuminatus,Chlorophyceae
Rhabdosphaera tubulosa,Coccolithophyceae
Coccolithus leptoporus,Agaricomycetes
Gymnodinium marinum,Dinophyceae
Massartia rotundata,Dinophyceae
Pedinomonas mikron,Pedinophyceae
Protoperidinium bulla,Gastropoda
Merismopedia glauca,Cyanophyceae
Scenedesmus acutus,Chlorophyceae
Ankistrodesmus arcuatus,Chlorophyceae
Coenococcus polycoccus,Chlorophyceae
Tetraedron caudatum,Chlorophyceae
Gymnodinium albulum,Dinophyceae
Gymnodinium fuscum,Dinophyceae
Gyrodinium flagellare,Dinophyceae
Pontosphaera borealis,Magnoliopsida
Tetraselmis suecica,Chlorodendrophyceae
Gymnodinium aeruginosum,Dinophyceae
Spirulina meneghiniana,Cephalopoda
Gymnodinium veris,Dinophyceae
Chaetoceros subsecundus,Coscinodiscophyceae
Stephanodiscus hantzschii,Coscinodiscophyceae
Nitzschia holsatica,Monogenea
Glenodinium rotundum,Dinophyceae
Gymnodinium nanum,Dinophyceae
Warnowia fusus,Dinophyceae
Amphora hyalina,Bacillariophyceae
Stephanopyxis nipponica,Coscinodiscophyceae
Gymnodinium flavum,Dinophyceae
Rhabdosphaera hispida,Magnoliopsida
Gyrodinium fissum,Dinophyceae
Siderocystopsis punctifera,Trebouxiophyceae
Pterosperma nationalis,Pyramimonadophyceae
Pontosphaera stagnicola,Agaricomycetes
Dinophysis ovum,Dinophyceae
Polykrikos kofoidii,Dinophyceae
Anabaenopsis elenkinii,Cyanophyceae
Pontosphaera discopora,Coccolithophyceae
Ceratium arietinum,Dinophyceae
Gymnodinium rhomboides,Dinophyceae
Peridinium ventralis,Dinophyceae
Scenedesmus arcuatus,Chlorophyceae
Crucigenia lauterbornii,Chlorophyceae
Chaetoceros dubius,Coscinodiscophyceae
Dinophysis irregularis,Dinophyceae
Rhabdosphaera longistylis,Coccolithophyceae
Dinophysis cassubica,Dinophyceae
Oscillatoria margaritifera,Cyanophyceae
Pediastrum boryanum,Chlorophyceae
Tetrastrum triangulare,Trebouxiophyceae
Chaetoceros rigidus,Coscinodiscophyceae
Syracosphaera adriatica,Haptophyta
Monoraphidium griffithii,Chlorophyceae
Peridinium truncus,Dinophyceae
Syracosphaera heimii,Dinophyceae
Melosira moniliformis,Coscinodiscophyceae
Olisthodiscus luteus,Olisthodiscophyceae
Chaetoceros gracilis,Coscinodiscophyceae
Gonyaulax diacantha,Insecta
Gonyaulax apiculata,Dinophyceae
Peridinium pusillum,Dinophyceae
Calciopappus caudatus,Haptophyta
Cochlodinium citron,Magnoliopsida
Strombidium sp2,Spirotrichea
Tintinnopsis ,Spirotrichea
Tintinnopsis beroidea,Spirotrichea
Biddulphia sinensis,Mediophyceae
Cryptomonas ,Cryptophyceae
Mesodinium rubrum,Litostomatea
Plagiogramma brockmannii,Mediophyceae
Raphoneis amphiceros,Bacillariophyceae
Rhizosolenia delicatula,Coscinodiscophyceae
Strombidium sp1,Spirotrichea
Thalassiosira nordenskioldii,Coscinodiscophyceae
Biddulphia transitans,Mediophyceae
Biddulphia mobiliensis,Mediophyceae
Gyrodinium sp1,Dinophyceae
Gyrodinium sp2,Dinophyceae
Gyrodinium sp3,Dinophyceae
Rhizosolenia fragilissima,Coscinodiscophyceae
Rhizosolenia stolterfothii,Coscinodiscophyceae
Strombidium sp4,Spirotrichea
Chaetoceros ,Coscinodiscophyceae
Coscinodiscus ,Coscinodiscophyceae
Peridinium sp2,Dinophyceae
Peridinium claudicans,Dinophyceae
Biddulphia aurita,Mediophyceae
Thalassiosira levanderi,Coscinodiscophyceae
Katodinium rotundatum,Dinophyceae
Biddulphia regia,Mediophyceae
Actinoptychus undulatus,Coscinodiscophyceae
Distephanus speculum,Magnoliopsida
Peridinium sp1,Dinophyceae
Phaeocystis ,Coccolithophyceae
Strombidium acuminatum,Spirotrichea
Rhizosolenia shrubsolei,Coscinodiscophyceae
Asterionella glacialis,Fragilariophyceae
Asterionella kariana,Fragilariophyceae
Strombidium sp3,Spirotrichea
Eucampia zoodiacus,Mediophyceae
Gymnodinium sp1,Dinophyceae
Pyramimonas ,Pyramimonadophyceae
Bellerochea malleus,Mediophyceae
Helicostomella subulata,Spirotrichea
Streptotheca thamensis,Bacillariophyceae
Amphidinium ,Dinophyceae
Biddulphia similis,Mediophyceae
Biddulphia granulata,Mediophyceae
Gyrodinium sp4,Dinophyceae
Exuviella ,Dinophyceae
Plagiogramma vanheurckii,Mediophyceae
Triceratium alternans,Mediophyceae
Calycomonas gracilis,Dicotyledonae
Peridinium sp4,Dinophyceae
Thalassiosira fallax,Coscinodiscophyceae
Favella ehrenbergi,Spirotrichea
Peridinium sp3,Dinophyceae
Ceratium fuscus,Dinophyceae
Stauroneis membranacea,Bacillariophyceae
Biddulphia rhombus,Mediophyceae
Amoeba ,Elardia
Nitzschia delicatissima,Monogenea
Brachiomonas submarina,Chlorophyceae
Polykrikos schwartzii,Dinophyceae
Biddulphia longispina,Mediophyceae
Noctiluca miliaris,Dinophyceae
Stephanopyxis turris,Coscinodiscophyceae
Schroederella schroederii,Coscinodiscophyceae
Thecacineta ,Phyllopharyngea
Strombidium conicum,Spirotrichea
Coscinodiscus commutatus,Coscinodiscophyceae
Bacteriastrum hyalinum,Coscinodiscophyceae
Aegisthus ,Hexanauplia
Calocalanus ,Hexanauplia
Euchaeta ,Hexanauplia
Euchirella rostrata,Hexanauplia
Ischnocalanus ,Maxillopoda
Clytemnestra ,Maxillopoda
Fritillaria ,Appendicularia
Heterorhabdus papilliger,Hexanauplia
Microsetella ,Hexanauplia
Parathalestris ,Hexanauplia
Candacia ,Hexanauplia
Mysida ,Malacostraca
Eucalanus ,Hexanauplia
Acartia acartiura,Hexanauplia
Calanus helgolandicus,Hexanauplia
Doliolum ,Thaliacea
Branchiostoma lanceolatum,Leptocardii
Acantharia ,Acantharia
Acartia ,Hexanauplia
Candacia armata,Hexanauplia
Candacia longimana,Hexanauplia
Gaetanus minor,Hexanauplia
Monstrilloida ,Hexanauplia
Paraeuchaeta ,Hexanauplia
Paraeuchaeta gracilis,Hexanauplia
Brachyura ,Malacostraca
Aetideus ,Hexanauplia
Aetideus armatus,Hexanauplia
Bradyidius armatus,Hexanauplia
Calanus ,Hexanauplia
Nannocalanus minor,Hexanauplia
Neocalanus gracilis,Hexanauplia
Paraeuchaeta hebes,Hexanauplia
Euchaeta marina,Hexanauplia
Amallothrix propinqua,Hexanauplia
Beroe ,Nuda
Isias clavipes,Hexanauplia
Lucicutia ,Hexanauplia
Neocalanus robustior,Hexanauplia
Dinomastigota ,Dinophyceae
Metridia lucens,Hexanauplia
Microcalanus ,Hexanauplia
Ostracoda ,Ostracoda
Metridia venusta,Hexanauplia
Mesocalanus tenuicornis,Hexanauplia
Gavia ,Aves
Clangula hyemalis,Aves
Columba palumbus,Aves
Somateria mollissima,Aves
Melanitta fusca,Aves
Larus minutus,Aves
Melanitta nigra,Aves
Gavia stellata,Aves
Cygnus ,Aves
Stercorarius pomarinus,Aves
Stercorarius ,Aves
Tringa ,Aves
Mergus merganser,Aves
Mergus albellus,Aves
Larus ,Aves
Ardea cinerea,Aves
Mergus serrator,Aves
Cygnus olor,Aves
Regulus regulus,Aves
Passeridae ,Aves
Parus major,Aves
Podiceps cristatus,Aves
Anas ,Aves
Alle alle,Aves
Troglodytes troglodytes,Aves
Podiceps auritus,Aves
Corvus frugilegus,Aves
Bucephala clangula,Aves
Gavia arctica,Aves
Grus grus,Aves
Cygnus cygnus,Aves
Carduelis spinus,Aves
Gavia immer,Aves
Anser ,Aves
Larus hyperboreus,Aves
Circus aeruginosus,Aves
Cygnus columbianus,Aves
Aythya marila,Aves
Fringilla coelebs,Aves
Apus apus,Aves
Phylloscopus ,Aves
Epheria vincta,Gastropoda
Onoba aculeus,Gastropoda
Photis reinhardi,Malacostraca
Verruca stroemia,Thecostraca
Amphithoe rubricata,Malacostraca
Chiridota pellucida,Holothuroidea
Galathowenia oculata,Polychaeta
Lumbrinereis fragilis,Insecta
Nemidia torelli,Polychaeta
Nephthys ciliata,Actinopteri
Pectinaria hyperborea,Polychaeta
Praxillella praetermissa,Polychaeta
Ariadnaria borealis,Gastropoda
Bugulopsis peachi,Gymnolaemata
Caberia ellisi,Insecta
Chitinopoma fabricii,Polychaeta
Crenella decussata,Bivalvia
Crisiella producta,Stenolaemata
Cylichna alba,Gastropoda
Dendrobeania fruticosa,Gymnolaemata
Escharopsis rosacea,Hydrozoa
Flabelligera affinis,Polychaeta
Flustra seculifrons,Gymnolaemata
Gersemia fruticosa,Anthozoa
Harmothoe rarispina,Polychaeta
Hemithyris psittacea,Rhynchonellata
Heteranomia squamula,Bivalvia
Hippothoa divaricata,Gymnolaemata
Laonice cirrata,Polychaeta
Leionucula bellotii,Actinopterygii
Lepeta coeca,Gastropoda
Nephthys longisetosa,Polychaeta
Nicania montagui,Bivalvia
Nicomache lumbricalis,Polychaeta
Oediceros borealis,Malacostraca
Onoba jeffreysii,Gastropoda
Ophiacantha bidentata,Ophiuroidea
Ophiura robusta,Ophiuroidea
Paradexiospira cancellata,Polychaeta
Paradexiospira violacea,Polychaeta
Paradexiospira vitrea,Polychaeta
Paroediceros propinquus,Malacostraca
Protomedeia grandimana,Malacostraca
Retusa pertenuis,Gastropoda
Styelopsis grossularia,Magnoliopsida
Stylarioides plumosus,Insecta
Thracia myopsis,Bivalvia
Tonicella marmorea,Polyplacophora
Tricellaria gracilis,Gymnolaemata
Ammotrypane aulogaster,Polychaeta
Ampharete arctica,Bivalvia
Antinoella badia,Polychaeta
Stenosemus albus,Polyplacophora
Boreotrophon clathratus,Gastropoda
Cryptonatica affinis,Gastropoda
Diastylis sulcata,Malacostraca
Halichondria sitiens,Demospongiae
Haliclona gracilis,Demospongiae
Notoplana atomata,Rhabditophora
Travisia forbesi,Polychaeta
Hydrallmania falcata,Hydrozoa
Polymastia robusta,Demospongiae
Styela rustica,Ascidiacea
Boltenia echinata,Ascidiacea
Dydemnum albidum,Agaricomycetes
Nicomache minor,Polychaeta
Perigonimus roseus,Dicotyledonae
Psolus phantapus,Holothuroidea
Abietinaria abietina,Hydrozoa
Elliptica elliptica,Bivalvia
Margarites groenlandicus,Gastropoda
Musculus niger,Bivalvia
Tridonta borealis,Bivalvia
Macoma calcarea,Bivalvia
Cirratulus cirratus,Polychaeta
Littorina saxatilis,Gastropoda
Diastylis glabra,Malacostraca
Diastylis scorpioides,Malacostraca
Pista maculata,Polychaeta
Pseudopolynices nanus,Gastropoda
Thyasira gouldi,Bivalvia
Acanthonotozoma serratum,Malacostraca
Alcyonidium gelatinosum,Gymnolaemata
Antinoella sarsi,Polychaeta
Fabricia sabella,Polychaeta
Cerianthus lloydi,Anthozoa
Dorvillea kastjani,Polychaeta
Euchone analis,Polychaeta
Monobrachium parasitum,Hydrozoa
Perigonimus yoldiaearcticae,Hydrozoa
Admete couthouyi,Gastropoda
Chironomus salinarius,Insecta
Aricidea nolani,Polychaeta
Cylichna occulta,Gastropoda
Diplocirrus longisetosus,Polychaeta
Lamprops fuscata,Malacostraca
Littorina obtusata,Gastropoda
Clinocardium ciliatum,Bivalvia
Ephesia gracilis,Polychaeta
Escharopsis sarsi,Gymnolaemata
Marsenina glabra,Gastropoda
Velutina undata,Gastropoda
Balanus balanus,Thecostraca
Caprella carina,Malacostraca
Ischerocerus anguipes,Malacostraca
Melita dentata,Malacostraca
Nuculana minuta,Bivalvia
Musculus laevigatus,Bivalvia
Calliopius laeviusculus,Malacostraca
Diplosolen obelia,Stenolaemata
Lichenopora hispida,Stenolaemata
Margarites helicinus,Gastropoda
Brachidiastylis resima,Malacostraca
Cellepora canaliculata,Gymnolaemata
Ischyrocerus latipes,Malacostraca
Lafoea dumosa,Hydrozoa
Laphania boecki,Polychaeta
Leucon nasicoides,Malacostraca
